"","Time","PDCSAP_FLUX","GT","QFD_Trend","Sigma_Trend","QFD_State","Sigma_State","Flux"
"trend[25]",1325.32951606352,-9.56751659828547,"1",-7.88238308983,-9.95763150766268,"1","1",0
"trend[26]",1325.33090494498,-9.75062206703547,"1",-8.04441063994271,-9.73422657426793,"1","1",0
"trend[27]",1325.33229382642,-3.23987987953547,"1",-8.18390651062705,-9.56155348589945,"1","1",0
"trend[28]",1325.33368270788,-15.8009150357855,"1",-8.30056321095443,-9.41151219273196,"1","1",0
"trend[29]",1325.33507158934,-7.75001171547547,"1",-8.39411877696906,-9.15896158572592,"1","1",0
"trend[30]",1325.33646047083,-18.2440302701555,"1",-8.46406310552991,-8.75433504956927,"1","1",0
"trend[31]",1325.33784935233,-8.16956737953547,"1",-8.51040942285613,-8.11029880954546,"1","1",0
"trend[32]",1325.33923823379,-4.12415722328547,"1",-8.53300661135331,-7.33207931708402,"1","1",0
"trend[33]",1325.34062711531,-10.1085322232855,"1",-8.53176361392855,-6.58841295088859,"1","1",0
"trend[34]",1325.3420159968,1.76720019858453,"1",-8.50669635612444,-5.89788583780344,"1","1",0
"trend[35]",1325.34340487832,-7.58790234047547,"1",-8.45779273199292,-5.34952534251277,"1","1",0
"trend[36]",1325.34479375982,-12.6162226529755,"1",-8.38533718539463,-4.86021475331167,"1","1",0
"trend[37]",1325.34618264134,-4.15565136391547,"1",-8.28944158589634,-4.38683482487233,"1","1",0
"trend[38]",1325.34757152289,6.75426074546453,"1",-8.17037058224542,-4.09579035428362,"1","1",0
"trend[39]",1325.34896040441,1.19823047202453,"1",-8.02859079995658,-4.16819779806646,"1","1",0
"trend[40]",1325.35034928596,-9.96009472328547,"1",-7.86443866829783,-4.46093327264766,"1","1",0
"trend[41]",1325.35173816751,-9.21644237953547,"1",-7.6783602001163,-4.71188040577331,"1","1",0
"trend[42]",1325.35312704906,-16.0400507779755,"1",-7.47071967997627,-4.78923036048423,"1","1",0
"trend[43]",1325.35451593061,-3.03089550453547,"1",-7.24219533046608,-4.70466138290399,"1","1",0
"trend[44]",1325.35590481219,8.82298633140454,"1",-6.99348807386835,-4.74396714861898,"1","1",0
"trend[45]",1325.35729369377,2.65916797202453,"1",-6.72524161013141,-5.11457160488768,"1","1",0
"trend[46]",1325.35868257535,-15.8119013639155,"1",-6.43815992303288,-5.72159110811077,"1","1",0
"trend[47]",1325.36007145693,-8.72462109047547,"1",-6.1331502845485,-6.26804582219469,"1","1",0
"trend[48]",1325.36146033851,-7.87183788734546,"1",-5.81107115991027,-6.63695049692808,"1","1",0
"trend[49]",1325.36284922012,-9.98865917641547,"1",-5.4728591235786,-6.85054947269897,"1","1",0
"trend[50]",1325.36423810172,-10.3388789029755,"1",-5.1194029369776,-6.83989840504282,"1","1",0
"trend[51]",1325.36562698333,-3.63612011391547,"1",-4.75177242540797,-6.62397655167749,"1","1",0
"trend[52]",1325.36701586497,-14.1291621060955,"1",-4.37094040512429,-6.29948592369096,"1","1",0
"trend[53]",1325.36840474658,6.62181445640454,"1",-3.97784190009162,-5.95906926906047,"1","1",0
"trend[54]",1325.36979362822,-7.00318554359546,"1",-3.57369351294168,-5.71548852735504,"1","1",0
"trend[55]",1325.37118250985,-11.2340205045355,"1",-3.15949339923482,-5.42597705178472,"1","1",0
"trend[56]",1325.37257139149,-12.0210078092255,"1",-2.73654134327322,-4.94987494961665,"1","1",0
"trend[57]",1325.37396027316,0.421741214214535,"1",-2.3061282435186,-4.34719519478918,"1","1",0
"trend[58]",1325.3753491548,2.69285937827453,"1",-1.8692819854151,-3.76572308396444,"1","1",0
"trend[59]",1325.37673803646,-5.47645214515546,"1",-1.42716742485883,-3.23784045173708,"1","1",0
"trend[60]",1325.37812691813,-7.67078808265546,"1",-0.981087337279751,-2.69563287865598,"1","1",0
"trend[61]",1325.37951579983,6.20128222984454,"1",-0.53230026454342,-2.09333004555291,"1","1",0
"trend[62]",1325.38090468149,-8.10657909828547,"1",-0.0821174770800715,-1.47525437895659,"1","1",0
"trend[63]",1325.38229356319,-3.29212597328547,"1",0.36826576069002,-0.677772443067764,"1","1",0
"trend[64]",1325.38368244488,-3.35035351234546,"1",0.817583934014523,0.335728825861817,"1","1",0
"trend[65]",1325.38507132658,-0.549694332655463,"1",1.26473247135496,1.45518168412632,"1","1",0
"trend[66]",1325.3864602083,12.0988652376545,"1",1.70830197111565,2.53889502001313,"1","1",0
"trend[67]",1325.38784909,12.0469853548445,"1",2.14703886556528,3.3573990152349,"1","1",0
"trend[68]",1325.38923797172,5.66563769858453,"1",2.57968137681644,3.89690724242258,"1","1",0
"trend[69]",1325.39062685345,-6.04407909828547,"1",3.00504739406033,4.41511083723084,"1","1",0
"trend[70]",1325.39201573518,0.723621097024534,"1",3.42186667346954,5.12720789083528,"1","1",0
"trend[71]",1325.39340461693,3.62144824546453,"1",3.82900191141193,6.05933434856357,"1","1",0
"trend[72]",1325.39479349865,6.02415820640454,"1",4.22528699864025,7.05273195349756,"1","1",0
"trend[73]",1325.39618238041,15.9575078157745,"1",4.60963274507369,7.85300387412426,"1","1",0
"trend[74]",1325.39757126216,21.0507695345245,"1",4.98092156625331,8.15001273226055,"1","1",0
"trend[75]",1325.39896014395,12.9549443392145,"1",5.33805438679594,7.84956599158333,"1","1",0
"trend[76]",1325.4003490257,3.62828418296453,"1",5.68018725742899,7.1188621355655,"1","1",0
"trend[77]",1325.40173790748,14.4813115267145,"1",6.00634438216651,6.25922537056093,"1","1",0
"trend[78]",1325.40312678927,-6.94862011391547,"1",6.31573185561272,5.5242126943353,"1","1",0
"trend[79]",1325.40451567105,-6.13685253578547,"1",6.60738843035122,5.26481693787662,"1","1",0
"trend[80]",1325.40590455286,8.37840625327453,"1",6.8805922553624,5.56812943771489,"1","1",0
"trend[81]",1325.40729343464,-0.198009762345464,"1",7.13453212619197,6.2531563408066,"1","1",0
"trend[82]",1325.40868231646,19.4913212923445,"1",7.36848317885553,7.12375396704741,"1","1",0
"trend[83]",1325.41007119827,2.75401660484454,"1",7.58180761761172,7.89784263484974,"1","1",0
"trend[84]",1325.41146008008,15.3821904329645,"1",7.77383210539532,8.52130548015467,"1","1",0
"trend[85]",1325.41284896192,11.8019902376545,"1",7.94405496754626,8.87965676107175,"1","1",0
"trend[86]",1325.41423784374,9.34837695640454,"1",8.0919447978577,8.99856435807153,"1","1",0
"trend[87]",1325.41562672558,14.1628300814045,"1",8.21718904711164,8.94459798054793,"1","1",0
"trend[88]",1325.41701560742,9.31395312827453,"1",8.3195114038462,8.77676926752408,"1","1",0
"trend[89]",1325.41840448926,-0.304088863915467,"1",8.3984767282783,8.67835370122695,"1","1",0
"trend[90]",1325.41979337113,7.96812793296453,"1",8.45391121186455,8.79930724134349,"1","1",0
"trend[91]",1325.42118225297,9.95421191734454,"1",8.48570107537363,9.05921620786559,"1","1",0
"trend[92]",1325.42257113484,10.1736943392145,"1",8.49374635899175,9.37689507440047,"1","1",0
"trend[93]",1325.42396001671,13.4788701204645,"1",8.47801710834855,9.62811535717141,"1","1",0
"trend[94]",1325.42534889861,15.4931523470245,"1",8.43848159671797,9.72493365927676,"1","1",0
"trend[95]",1325.42673778048,5.48875781577453,"1",8.37532028921138,9.64130282397608,"1","1",0
"trend[96]",1325.42812666238,19.9117314485845,"1",8.28884795926241,9.45826834927876,"1","1",0
"trend[97]",1325.42951554428,1.63426562827453,"1",8.17913234948893,9.2128591953688,"1","1",0
"trend[98]",1325.43090442618,4.47252246421453,"1",8.04659227666903,9.12889725351955,"1","1",0
"trend[99]",1325.43229330808,8.26976367515454,"1",7.89158792786372,9.26549266578389,"1","1",0
"trend[100]",1325.43368218998,9.31175586265454,"1",7.71458954523305,9.5302596334521,"1","1",0
"trend[101]",1325.43507107191,10.7752568392145,"1",7.51614350857336,9.78423760726567,"1","1",0
"trend[102]",1325.43645995384,16.7861210970245,"1",7.29663215234034,9.8187232355127,"1","1",0
"trend[103]",1325.43784883577,13.7669560579645,"1",7.05687657698917,9.4682840746702,"1","1",0
"trend[104]",1325.43923771769,20.3517949251545,"1",6.79749581285625,8.70648437713211,"1","1",0
"trend[105]",1325.44062659965,-2.00111034828547,"1",6.5190386238534,7.66619643882889,"1","1",0
"trend[106]",1325.44201548161,6.51231738608453,"1",6.222503082078,6.64417851993541,"1","1",0
"trend[107]",1325.44340436354,5.47948047202453,"1",5.90877528168887,5.77032410026721,"1","1",0
"trend[108]",1325.44479324553,-2.37159374672547,"1",5.57865469606442,5.09903111999527,"1","1",0
"trend[109]",1325.44618212748,8.49547168296453,"1",5.23309334852355,4.71663967353624,"1","1",0
"trend[110]",1325.44757100944,0.270129886084533,"1",4.87288726967313,4.51279599027439,"1","1",0
"trend[111]",1325.44895989143,5.49315234702453,"1",4.49909174078883,4.42262342432374,"1","1",0
"trend[112]",1325.45034877342,13.2486455110845,"1",4.11285497200305,4.25209119244504,"1","1",0
"trend[113]",1325.4517376554,3.44945117515454,"1",3.71522203093039,3.88152671177346,"1","1",0
"trend[114]",1325.45312653739,3.29417773765454,"1",3.30743388792171,3.39374231468995,"1","1",0
"trend[115]",1325.45451541941,-5.29053905922547,"1",2.89069736490021,2.92271177558923,"1","1",0
"trend[116]",1325.45590430139,7.65880176108453,"1",2.46602835848302,2.46036925793493,"1","1",0
"trend[117]",1325.45729318341,4.41905566734454,"1",2.03460039445878,1.86079214738625,"1","1",0
"trend[118]",1325.45868206542,2.72533008140454,"1",1.59762299312412,1.07701446243046,"1","1",0
"trend[119]",1325.46007094747,13.4836308626545,"1",1.15631897123705,0.0752920304126295,"1","1",0
"trend[120]",1325.46145982948,-5.74390819984546,"1",0.712131777519336,-1.05482223851151,"1","1",0
"trend[121]",1325.46284871153,-19.6740839810955,"1",0.266121566247765,-1.95014865465929,"1","1",0
"trend[122]",1325.46423759355,-3.17200878578547,"1",-0.180452545700459,-2.33546990450797,"1","1",0
"trend[123]",1325.46562647559,-6.47828319984546,"1",-0.626380875235024,-2.34797752634037,"1","1",0
"trend[124]",1325.46701535767,9.08531543296453,"1",-1.07032401893947,-2.2310148770814,"1","1",0
"trend[125]",1325.46840423971,-0.182140621725466,"1",-1.51118956637505,-2.1819739376782,"1","1",0
"trend[126]",1325.46979312178,-5.82532909828547,"1",-1.94760611652823,-2.21693000133114,"1","1",0
"trend[127]",1325.47118200383,0.785754886084533,"1",-2.37847745426695,-2.28046396456985,"1","1",0
"trend[128]",1325.4725708859,-10.3166621060955,"1",-2.80249469509231,-2.29441594210818,"1","1",0
"trend[129]",1325.47395976801,-4.23060253578547,"1",-3.21851567725614,-2.21785481018121,"1","1",0
"trend[130]",1325.47534865008,5.25474902671453,"1",-3.62531437798464,-2.16335353294309,"1","1",0
"trend[131]",1325.47673753219,-1.11854198891547,"1",-4.02192978668721,-2.26914488628269,"1","1",0
"trend[132]",1325.47812641426,-9.80762890297547,"1",-4.40717638790071,-2.52788769152569,"1","1",0
"trend[133]",1325.47951529636,5.38853808921453,"1",-4.77984712689825,-2.93791441519821,"1","1",0
"trend[134]",1325.48090417847,2.09520312827453,"1",-5.13887858210207,-3.62425296457518,"1","1",0
"trend[135]",1325.4822930606,-10.4920771451555,"1",-5.4834323278182,-4.51995491762652,"1","1",0
"trend[136]",1325.4836819427,-6.22279003578547,"1",-5.81254672230664,-5.44606609034432,"1","1",0
"trend[137]",1325.48507082483,-4.92628124672547,"1",-6.12531010839603,-6.31610039391163,"1","1",0
"trend[138]",1325.48645970697,-4.84070995765546,"1",-6.42077149269949,-7.1122476726411,"1","1",0
"trend[139]",1325.4878485891,-17.9500849576555,"1",-6.69816556945888,-7.70181719828764,"1","1",0
"trend[140]",1325.48923747123,-3.71119335609546,"1",-6.95667112266471,-7.94681036700236,"1","1",0
"trend[141]",1325.49062635339,-18.6455195279755,"1",-7.19566794169538,-7.8789398664489,"1","1",0
"trend[142]",1325.49201523553,-9.76636913734546,"1",-7.41446581127339,-7.47708073081918,"1","1",0
"trend[143]",1325.49340411769,-4.81519726234546,"1",-7.61239031739885,-6.95812534948264,"1","1",0
"trend[144]",1325.49479299985,-0.826549801415467,"1",-7.78901320959055,-6.57836235772998,"1","1",0
"trend[145]",1325.49618188201,-0.887096676415467,"1",-7.94373271975152,-6.55238069160184,"1","1",0
"trend[146]",1325.4975707642,-6.89429882484546,"1",-8.07614783217629,-6.95667711596933,"1","1",0
"trend[147]",1325.49895964636,-3.27088573891547,"1",-8.18589451698098,-7.66347067916835,"1","1",0
"trend[148]",1325.50034852855,-11.1207392545355,"1",-8.27266135846368,-8.57573122799782,"1","1",0
"trend[149]",1325.50173741074,-16.8377802701555,"1",-8.33618590024843,-9.52887032928268,"1","1",0
"trend[150]",1325.50312629293,0.270862307964535,"1",-8.37627261589362,-10.3697939751562,"1","1",0
"trend[151]",1325.50451517512,-19.0937617154755,"1",-8.39290491276049,-11.0598686459556,"1","1",0
"trend[152]",1325.50590405734,-18.6496699185955,"1",-8.38596611707106,-11.42095697621,"1","1",0
"trend[153]",1325.50729293953,-12.5432246060955,"1",-8.35561836529584,-11.3203120742452,"1","1",0
"trend[154]",1325.50868182175,-13.3946650357855,"1",-8.3019559465822,-10.7566494519301,"1","1",0
"trend[155]",1325.51007070397,-16.5235712857855,"1",-8.22513545816554,-9.83229261050862,"1","1",0
"trend[156]",1325.51145958619,-11.4063837857855,"1",-8.12533384786292,-8.60836889283595,"1","1",0
"trend[157]",1325.51284846844,1.04356738608453,"1",-8.00282590098449,-7.35152769969557,"1","1",0
"trend[158]",1325.51423735066,1.46263476890454,"1",-7.85805118414127,-6.35208129402386,"1","1",0
"trend[159]",1325.51562623291,-8.36634472328547,"1",-7.69156721720014,-5.63869758965485,"1","1",0
"trend[160]",1325.51701511516,-8.71424511391547,"1",-7.50374310965934,-5.11933782368261,"1","1",0
"trend[161]",1325.51840399741,-4.16541698891547,"1",-7.29506352596174,-4.70509871653161,"1","1",0
"trend[162]",1325.51979287966,-2.48609569984546,"1",-7.06623760555963,-4.40956016536305,"1","1",0
"trend[163]",1325.52118176194,-5.69019726234546,"1",-6.81786351414703,-4.24617315401168,"1","1",0
"trend[164]",1325.52257064418,-4.66309765297547,"1",-6.55068468139974,-4.18726780776662,"1","1",0
"trend[165]",1325.52395952646,0.695544925154536,"1",-6.26536226357576,-4.28338434507466,"1","1",0
"trend[166]",1325.52534840874,-2.14478710609546,"1",-5.96277673818328,-4.50044427927844,"1","1",0
"trend[167]",1325.52673729102,-7.00684765297547,"1",-5.64379637795465,-4.72970641475717,"1","1",0
"trend[168]",1325.52812617332,-5.76722362953547,"1",-5.30933165699029,-4.79939166612117,"1","1",0
"trend[169]",1325.5295150556,-18.2391474576555,"1",-4.96019789155445,-4.52375512528083,"1","1",0
"trend[170]",1325.53090393791,-0.712291988915467,"1",-4.59739274686037,-3.78321452634277,"1","1",0
"trend[171]",1325.53229282022,-8.63001659828547,"1",-4.22203588907916,-2.73451399039394,"1","1",0
"trend[172]",1325.53368170252,-1.29713085609546,"1",-3.83504896162216,-1.50416901296467,"1","1",0
"trend[173]",1325.53507058483,7.51744433921453,"1",-3.437672751144,-0.342940269184248,"1","1",0
"trend[174]",1325.53645946717,5.50938769858453,"1",-3.03100068250225,0.518646160558043,"1","1",0
"trend[175]",1325.53784834947,2.34984180015454,"1",-2.6161460081433,1.04335947957656,"1","1",0
"trend[176]",1325.53923723181,2.38133594077453,"1",-2.19420223285269,1.31154693722277,"1","1",0
"trend[177]",1325.54062611415,-0.350963863915467,"1",-1.76627415569306,1.45624651919751,"1","1",0
"trend[178]",1325.54201499648,-6.21595409828547,"1",-1.33363473362406,1.58910873219526,"1","1",0
"trend[179]",1325.54340387882,7.16844531577453,"1",-0.897508634674793,1.73453307505093,"1","1",0
"trend[180]",1325.54479276118,4.58299609702453,"1",-0.459237530054677,1.78659059533736,"1","1",0
"trend[181]",1325.54618164352,3.11046191734454,"1",-0.019986591072191,1.74824105680693,"1","1",0
"trend[182]",1325.54757052589,-8.28187206703547,"1",0.418996044374604,1.67243378324056,"1","1",0
"trend[183]",1325.54895940825,11.8450810579645,"1",0.856585424816122,1.62786393914804,"1","1",0
"trend[184]",1325.55034829062,4.03453418296453,"1",1.29156947425178,1.50318598216729,"1","1",0
"trend[185]",1325.55173717301,-11.8781855435955,"1",1.722711559119,1.38682968317704,"1","1",0
"trend[186]",1325.55312605538,5.95872851890454,"1",2.148776005083,1.40805905292588,"1","1",0
"trend[187]",1325.55451493777,8.89964648765454,"1",2.56866041572839,1.39755746305244,"1","1",0
"trend[188]",1325.55590382013,9.95030566734454,"1",2.9812383857571,1.3338620166504,"1","1",0
"trend[189]",1325.55729270253,-21.1593134732855,"1",3.38531003122403,1.35365436782013,"1","1",0
"trend[190]",1325.55868158495,5.62254687827453,"1",3.77985505144859,1.74826511687108,"1","1",0
"trend[191]",1325.56007046735,-1.85804394203547,"1",4.16364736363345,2.34184624902743,"1","1",0
"trend[192]",1325.56145934974,10.3770634798445,"1",4.53577400275296,2.93865244777532,"1","1",0
"trend[193]",1325.56284823216,15.9793584017145,"1",4.89520008113735,3.31181851390683,"1","1",0
"trend[194]",1325.56423711459,-2.15015819984546,"1",5.24096082068775,3.44037829201679,"1","1",0
"trend[195]",1325.56562599701,-0.202282223285465,"1",5.57199592129498,3.58710955953026,"1","1",0
"trend[196]",1325.56701487944,2.39220019858453,"1",5.88729934307536,3.90551457834329,"1","1",0
"trend[197]",1325.56840376186,1.58470508140454,"1",6.18617154575925,4.40639693439437,"1","1",0
"trend[198]",1325.56979264431,6.72301074546453,"1",6.46780633170387,5.10183078593582,"1","1",0
"trend[199]",1325.57118152676,7.52269336265454,"1",6.73121716373039,5.8829710778689,"1","1",0
"trend[200]",1325.57257040919,0.953601565774534,"1",6.97584863089272,6.70421590959138,"1","1",0
"trend[201]",1325.57395929164,7.98350879234454,"1",7.20094067919559,7.5464420442433,"1","1",0
"trend[202]",1325.57534817412,19.1628300814045,"1",7.40588341566793,8.2151995560937,"1","1",0
"trend[203]",1325.57673705657,14.0814091829645,"1",7.59007848238539,8.50638942991974,"1","1",0
"trend[204]",1325.57812593903,8.09617969077453,"1",7.75303745148275,8.45459322391945,"1","1",0
"trend[205]",1325.57951482151,7.67283984702453,"1",7.89430151962043,8.22662512683039,"1","1",0
"trend[206]",1325.58090370399,0.328845706404536,"1",8.0135495557226,7.98211483088106,"1","1",0
"trend[207]",1325.58229258647,17.6907841829645,"1",8.11035366139427,7.83272265786743,"1","1",0
"trend[208]",1325.58368146895,-3.98975780922547,"1",8.184518166866,7.72493622466728,"1","1",0
"trend[209]",1325.58507035144,10.3566777376545,"1",8.23583041889673,7.76187031462002,"1","1",0
"trend[210]",1325.58645923395,12.8406865267145,"1",8.26410124461335,7.79981086710642,"1","1",0
"trend[211]",1325.58784811643,8.16795703452453,"1",8.26933773546795,7.71515521067885,"1","1",0
"trend[212]",1325.58923699894,13.8630253939045,"1",8.25160813830394,7.5220642597676,"1","1",0
"trend[213]",1325.59062588145,0.816516604844537,"1",8.21094788797254,7.23756306082534,"1","1",0
"trend[214]",1325.59201476396,15.3023564485845,"1",8.14733835733962,6.95669669848866,"1","1",0
"trend[215]",1325.5934036465,-3.13721874672547,"1",8.06114729611174,6.72872042796515,"1","1",0
"trend[216]",1325.59479252901,5.29039355796453,"1",7.95257738100554,6.7290835463936,"1","1",0
"trend[217]",1325.59618141155,3.61229297202453,"1",7.82195140613803,6.92173797010494,"1","1",0
"trend[218]",1325.59757029406,14.3433720735845,"1",7.6696313693325,7.1562383901784,"1","1",0
"trend[219]",1325.5989591766,10.8627812532745,"1",7.49596418827568,7.27823917321382,"1","1",0
"trend[220]",1325.60034805914,4.91112109702453,"1",7.3014548615103,7.24328669464683,"1","1",0
"trend[221]",1325.60173694171,10.3592412142145,"1",7.08658548499884,7.07317715427659,"1","1",0
"trend[222]",1325.60312582425,7.74986621421453,"1",6.85193884231242,6.74078292964134,"1","1",0
"trend[223]",1325.60451470682,10.6461064485845,"1",6.59830093924287,6.31185579100183,"1","1",0
"trend[224]",1325.60590358936,1.10899707358453,"1",6.32631317816984,5.86862770978042,"1","1",0
"trend[225]",1325.60729247193,-3.33570507484546,"1",6.03678130106001,5.53799188750158,"1","1",0
"trend[226]",1325.6086813545,11.7601201204645,"1",5.73049723064369,5.35364742983069,"1","1",0
"trend[227]",1325.61007023709,13.4144169954645,"1",5.40830305142069,5.11721905103364,"1","1",0
"trend[228]",1325.61145911966,4.47618457358453,"1",5.0711528664583,4.72511367264693,"1","1",0
"trend[229]",1325.61284800223,2.92955371421453,"1",4.71988179808894,4.27729366134714,"1","1",0
"trend[230]",1325.61423688483,1.43004199546453,"1",4.35560450850561,3.93893765034595,"1","1",0
"trend[231]",1325.61562576743,5.31077930015454,"1",3.9791510049005,3.84209832619269,"1","1",0
"trend[232]",1325.61701465003,-2.05726269203547,"1",3.59172295667065,4.06403711606151,"1","1",0
"trend[233]",1325.61840353262,3.36009570640454,"1",3.19448722966497,4.69142125477926,"1","1",0
"trend[234]",1325.61979241522,1.58592578452453,"1",2.78846071664081,5.75372835529727,"1","1",0
"trend[235]",1325.62118129785,1.29625293296453,"1",2.37482584876914,7.15276706819863,"1","1",0
"trend[236]",1325.62257018045,8.48131152671453,"1",1.95482481374318,8.73034946112281,"1","1",0
"trend[237]",1325.62395906307,7.66870494484805,"2",1.52935885291858,10.120287655711,"1","1",6.27272056657351
"trend[238]",1325.6253479457,41.1179294849456,"2",1.09971700707934,10.919312532837,"2","2",48.2896941301011
"trend[239]",1325.62673682833,16.7155639539581,"3",0.667216325266257,10.7472813305415,"3","1",25.7218012553736
"trend[240]",1325.62812571096,1.25284592211371,"3",0.233006458133314,9.8269833337064,"1","1",15.9032482625892
"trend[241]",1325.62951459361,14.8099519396012,"3",-0.201665420539029,8.53565939595059,"1","1",11.1550564285167
"trend[242]",1325.63090347624,-2.78809630648455,"3",-0.63575106091725,7.10076852451166,"1","1",8.55053845586092
"trend[243]",1325.6322923589,4.10834003211931,"3",-1.06799984703759,5.7297633246038,"1","1",6.90547088821477
"trend[244]",1325.63368124152,3.06157927130152,"3",-1.4971162544346,4.42849179040754,"1","1",5.73248942427699
"trend[245]",1325.63507012418,14.0624167983577,"3",-1.92186669989375,3.08399876372682,"1","1",4.82414726383313
"trend[246]",1325.63645900687,-1.67317941512138,"3",-2.34128019669331,1.59353420087425,"1","1",4.08647585503408
"trend[247]",1325.63784788952,-1.45291575004093,"3",-2.75397097112344,0.0784215918517385,"1","1",3.47238893418453
"trend[248]",1325.63923677218,-1.35321259975771,"3",-3.15891914750005,-1.40735896583359,"1","1",2.95490458446776
"trend[249]",1325.64062565486,-0.561626038195156,"3",-3.55495304703545,-2.82825027135197,"1","1",2.51626653665031
"trend[250]",1325.64201453755,-5.13892997842574,"3",-3.94083740377289,-4.11027949597174,"1","1",2.14343036985973
"trend[251]",1325.6434034202,-20.4263411214972,"3",-4.31552229207849,-5.12598028728492,"1","1",1.82611200022829
"trend[252]",1325.64479230289,3.28828971457044,"3",-4.67808000658456,-5.86813417684254,"1","1",1.55587955504591
"trend[253]",1325.6461811856,-9.04127473751651,"3",-5.02747218519801,-6.51257373425097,"1","1",1.32568033732895
"trend[254]",1325.64757006829,2.43740708430502,"3",-5.36270775566169,-7.13549375791882,"1","1",1.12955747165049
"trend[255]",1325.64895895098,-8.22420102925704,"3",-5.68284071428196,-7.79641449470409,"1","1",0.962456194028427
"trend[256]",1325.65034783369,-23.1101191373455,"1",-5.98699997533002,-8.26526596411619,"1","1",0
"trend[257]",1325.6517367164,-9.55726269203547,"1",-6.27438756443947,-8.37468187253512,"1","1",0
"trend[258]",1325.65312559912,-4.10633495765546,"1",-6.54412368808934,-8.26533581180602,"1","1",0
"trend[259]",1325.65451448183,-8.27833202797547,"1",-6.79543932122695,-8.07671411694777,"1","1",0
"trend[260]",1325.65590336455,-9.31397655922547,"1",-7.02774125201563,-7.84097695414134,"1","1",0
"trend[261]",1325.65729224726,-4.81885937172547,"1",-7.24034587872706,-7.62798979697692,"1","1",0
"trend[262]",1325.65868113001,-5.07532909828547,"1",-7.4327096999397,-7.48149159103601,"1","1",0
"trend[263]",1325.66007001272,-14.9268915982855,"1",-7.60416475710622,-7.34225470640668,"1","1",0
"trend[264]",1325.66145889546,-6.17615917641547,"1",-7.75438154179118,-7.10017860578126,"1","1",0
"trend[265]",1325.66284777821,-7.15467480141547,"1",-7.8827974009529,-6.79677476083071,"1","1",0
"trend[266]",1325.66423666095,-3.29298046547547,"1",-7.98911287432463,-6.47988905496438,"1","1",0
"trend[267]",1325.6656255437,-9.46021679359546,"1",-8.07304495462974,-6.2179310465984,"1","1",0
"trend[268]",1325.66701442647,-4.54322460609546,"1",-8.13445673166279,-5.96351384018501,"1","1",0
"trend[269]",1325.66840330921,-11.0055048795355,"1",-8.17312375651291,-5.7606797118805,"1","1",0
"trend[270]",1325.66979219198,3.04881640952453,"1",-8.18894164590283,-5.62212941586935,"1","1",0
"trend[271]",1325.67118107476,-3.58741405922547,"1",-8.18192862233357,-5.64698238497816,"1","1",0
"trend[272]",1325.67256995753,-10.2940790982855,"1",-8.15223144419129,-5.73717153525931,"1","1",0
"trend[273]",1325.6739588403,-10.1499140592255,"1",-8.09978796102054,-5.72036650223695,"1","1",0
"trend[274]",1325.67534772307,-9.38978222328547,"1",-8.02482565297773,-5.52603282881008,"1","1",0
"trend[275]",1325.67673660585,-5.46339062172547,"1",-7.9274363296328,-5.17820429593432,"1","1",0
"trend[276]",1325.67812548865,-6.75477245765546,"1",-7.80793101422244,-4.80093540797759,"1","1",0
"trend[277]",1325.67951437142,-2.90040234047547,"1",-7.66666141584887,-4.53160977197513,"1","1",0
"trend[278]",1325.68090325422,3.92161914390454,"1",-7.50406821334222,-4.50098593016745,"1","1",0
"trend[279]",1325.68229213703,-1.20447948891547,"1",-7.32067175740428,-4.83821097457403,"1","1",0
"trend[280]",1325.68368101983,-5.64356640297547,"1",-7.11698051139264,-5.46307535082852,"1","1",0
"trend[281]",1325.68506990263,-11.0523798795355,"1",-6.8934706361644,-6.16986243253951,"1","1",0
"trend[282]",1325.68645878546,-12.8741572232855,"1",-6.65074101638407,-6.766115872669,"1","1",0
"trend[283]",1325.68784766826,-4.80189159828547,"1",-6.38951751217825,-7.15827518544087,"1","1",0
"trend[284]",1325.68923655109,-11.5260126920355,"1",-6.11044950571855,-7.35205651590949,"1","1",0
"trend[285]",1325.69062543392,-10.1578486295355,"1",-5.81437139311145,-7.33171915405728,"1","1",0
"trend[286]",1325.69201431675,-5.36341503578547,"1",-5.5021583610588,-7.15978712920852,"1","1",0
"trend[287]",1325.69340319959,-7.00147655922547,"1",-5.17462989340682,-6.92616099860714,"1","1",0
"trend[288]",1325.69479208242,-6.36964062172547,"1",-4.83270392309233,-6.66087484921099,"1","1",0
"trend[289]",1325.69618096525,-2.99097851234546,"1",-4.47732834084094,-6.3966059272928,"1","1",0
"trend[290]",1325.69756984811,-17.2843134732855,"1",-4.10960002217176,-6.0588594516409,"1","1",0
"trend[291]",1325.69895873094,2.72410937827453,"1",-3.73041761451006,-5.58293485129465,"1","1",0
"trend[292]",1325.7003476138,-4.85645702797547,"1",-3.34097943231054,-5.09846157964069,"1","1",0
"trend[293]",1325.70173649666,-5.22144726234546,"1",-2.94244935985886,-4.54563375816197,"1","1",0
"trend[294]",1325.70312537952,-8.67213085609546,"1",-2.53579255032882,-3.85087767877877,"1","1",0
"trend[295]",1325.70451426238,-2.80506542641547,"1",-2.12213805696606,-2.89703988027426,"1","1",0
"trend[296]",1325.70590314524,-11.5975458951555,"1",-1.70265756303994,-1.7130685129759,"1","1",0
"trend[297]",1325.70729202813,-4.47437694984546,"1",-1.27860105186234,-0.32075131731958,"1","1",0
